Name,id,Product,Weight(kg),Arrival,BestBefore,Maximum
jagdiesh,4105505874232099421,Papaya,75.0,2015-10-20,2015-10-26,80.0
mehnaz,-6840582954423772625,Tomato Big,45.0,2015-10-21,2015-10-27,50.0
haneef,5040385076877893978,Tomato Small,25.0,2015-10-21,2015-10-27,30.0
aamina,-3709490872329022915,Potato Red,35.0,2015-10-21,2015-10-27,40.0
monish,-2881186788928815126,Potato White,28.5,2015-10-21,2015-10-27,30.0
monish,-2881186788928815126,Carrot,95.0,2015-10-21,2015-10-27,100.0
rampayari,2968148604061203207,Brinjal Long,27.5,2015-10-21,2015-10-27,30.0
preetam,-2213805873980470021,Okara,65.0,2015-10-21,2015-10-27,70.0
jagdiesh,4105505874232099421,Apple,135.0,2015-10-21,2015-10-27,140.0
mehnaz,-6840582954423772625,Banana,65.0,2015-10-21,2015-10-27,70.0
nakched,-4960447786618205247,Lime,425.0,2015-10-21,2015-10-27,450.0
aamina,-3709490872329022915,Papaya,65.0,2015-10-21,2015-10-27,70.0
nakched,-4960447786618205247,Tomato Big,45.0,2015-10-22,2015-10-28,50.0
jasmen,-936895894803863828,Tomato Small,45.0,2015-10-22,2015-10-28,50.0
ramotar,-2173245710817273785,Potato Red,35.0,2015-10-22,2015-10-28,40.0
rahu,2957258461367610484,Potato White,28.5,2015-10-22,2015-10-28,30.0
patik,2723030288162985091,Carrot,95.0,2015-10-22,2015-10-28,100.0
monish,-2881186788928815126,Brinjal Long,35.0,2015-10-22,2015-10-28,40.0
shanta,2960310750304784655,Okara,75.0,2015-10-22,2015-10-28,80.0
vijayanta,4365782647811874623,Apple,135.0,2015-10-22,2015-10-28,140.0
mehtab,-7306772913005020966,Banana,65.0,2015-10-22,2015-10-28,70.0
anushka,-3763883785994142627,Lime,425.0,2015-10-22,2015-10-28,450.0
pushpa,6250299447907893656,Papaya,85.0,2015-10-22,2015-10-28,90.0
sawan,-6149529968967915582,Tomato Big,45.0,2015-10-23,2015-10-29,50.0
ramotar,-2173245710817273785,Tomato Small,55.0,2015-10-23,2015-10-29,60.0
gulnaz,495265023589704168,Potato Red,35.0,2015-10-23,2015-10-29,40.0
jagdiesh,4105505874232099421,Potato White,28.5,2015-10-23,2015-10-29,30.0
vijayanta,4365782647811874623,Carrot,95.0,2015-10-23,2015-10-29,100.0
haneef,5040385076877893978,Brinjal Long,35.0,2015-10-23,2015-10-29,40.0
vijayanta,4365782647811874623,Okara,65.0,2015-10-23,2015-10-29,70.0
pramal,-2691605640747198609,Apple,145.0,2015-10-23,2015-10-29,150.0
rampayari,2968148604061203207,Banana,65.0,2015-10-23,2015-10-29,70.0
fakir,1247089047928546332,Lime,425.0,2015-10-23,2015-10-29,450.0
shefali,-2298907791602927432,Papaya,85.0,2015-10-23,2015-10-29,90.0
shefali,-2298907791602927432,Tomato Big,45.0,2015-10-24,2015-10-30,50.0
gulnaz,495265023589704168,Tomato Small,32.5,2015-10-24,2015-10-30,35.0
fakir,1247089047928546332,Potato Red,35.0,2015-10-24,2015-10-30,40.0
gulnaz,495265023589704168,Potato White,28.5,2015-10-24,2015-10-30,30.0
pinky,-788253433629545359,Carrot,95.0,2015-10-24,2015-10-30,100.0
pramal,-2691605640747198609,Brinjal Long,35.0,2015-10-24,2015-10-30,40.0
anushka,-3763883785994142627,Okara,65.0,2015-10-24,2015-10-30,70.0
monish,-2881186788928815126,Apple,135.0,2015-10-24,2015-10-30,140.0
anushka,-3763883785994142627,Banana,65.0,2015-10-24,2015-10-30,70.0
rajbir,-5254222139817084366,Lime,425.0,2015-10-24,2015-10-30,450.0
mehnaz,-6840582954423772625,Papaya,85.0,2015-10-24,2015-10-30,90.0
rampayari,2968148604061203207,Tomato Big,45.0,2015-10-25,2015-10-31,50.0
monish,-2881186788928815126,Tomato Small,25.0,2015-10-25,2015-10-31,30.0
mehnaz,-6840582954423772625,Potato Red,35.0,2015-10-25,2015-10-31,40.0
ramotar,-2173245710817273785,Potato White,28.5,2015-10-25,2015-10-31,30.0
rampayari,2968148604061203207,Carrot,95.0,2015-10-25,2015-10-31,100.0
rajbir,-5254222139817084366,Brinjal Long,35.0,2015-10-25,2015-10-31,40.0
pinky,-788253433629545359,Okara,65.0,2015-10-25,2015-10-31,70.0
mehnaz,-6840582954423772625,Apple,135.0,2015-10-25,2015-10-31,140.0
rampayari,2968148604061203207,Banana,75.0,2015-10-25,2015-10-31,80.0
santo,4612333139155000023,Lime,425.0,2015-10-25,2015-10-31,450.0
ramotar,-2173245710817273785,Papaya,65.0,2015-10-25,2015-10-31,70.0
aamina,-3709490872329022915,Tomato Big,37.5,2015-10-26,2015-11-01,40.0
pramal,-2691605640747198609,Tomato Small,22.5,2015-10-26,2015-11-01,25.0
shefali,-2298907791602927432,Potato Red,37.5,2015-10-26,2015-11-01,40.0
pinky,-788253433629545359,Potato White,29.0,2015-10-26,2015-11-01,30.0
divy,830602817135085407,Carrot,95.0,2015-10-26,2015-11-01,100.0
raisuddin,-1894351938747062086,Brinjal Long,32.5,2015-10-26,2015-11-01,35.0
mercy,-5690939918981728182,Okara,67.5,2015-10-26,2015-11-01,70.0
guldasta,-7906434419713185929,Apple,135.0,2015-10-26,2015-11-01,140.0
patik,2723030288162985091,Banana,75.0,2015-10-26,2015-11-01,80.0
ramotar,-2173245710817273785,Lime,425.0,2015-10-26,2015-11-01,450.0
rampayari,2968148604061203207,Papaya,65.0,2015-10-26,2015-11-01,70.0
mehtab,-7306772913005020966,Tomato Big,35.0,2015-10-27,2015-11-02,40.0
nakched,-4960447786618205247,Tomato Small,17.5,2015-10-27,2015-11-02,20.0
ramotar,-2173245710817273785,Potato Red,35.0,2015-10-27,2015-11-02,40.0
jasmen,-936895894803863828,Potato White,28.5,2015-10-27,2015-11-02,30.0
rampayari,2968148604061203207,Carrot,95.0,2015-10-27,2015-11-02,100.0
sanjeev,2699564478308651307,Brinjal Long,35.0,2015-10-27,2015-11-02,40.0
guldasta,-7906434419713185929,Okara,65.0,2015-10-27,2015-11-02,70.0
fakir,1247089047928546332,Brocauli,85.0,2015-10-27,2015-11-02,90.0
patik,2723030288162985091,Apple,125.0,2015-10-27,2015-11-02,130.0
sawan,-6149529968967915582,Banana,65.0,2015-10-27,2015-11-02,70.0
nakched,-4960447786618205247,Lime,425.0,2015-10-27,2015-11-02,450.0
ramotar,-2173245710817273785,Papaya,65.0,2015-10-27,2015-11-02,70.0
pinky,-788253433629545359,Tomato Big,35.0,2015-10-28,2015-11-03,40.0
anushka,-3763883785994142627,Tomato Small,15.0,2015-10-28,2015-11-03,20.0
pinky,-788253433629545359,Potato Red,35.0,2015-10-28,2015-11-03,40.0
preetam,-2213805873980470021,Potato White,28.5,2015-10-28,2015-11-03,30.0
mercy,-5690939918981728182,Carrot,95.0,2015-10-28,2015-11-03,100.0
monish,-2881186788928815126,Brinjal Long,25.0,2015-10-28,2015-11-03,30.0
ramotar,-2173245710817273785,Okara,75.0,2015-10-28,2015-11-03,80.0
santo,4612333139155000023,Brocauli,85.0,2015-10-28,2015-11-03,90.0
pinky,-788253433629545359,Apple,125.0,2015-10-28,2015-11-03,130.0
haneef,5040385076877893978,Banana,65.0,2015-10-28,2015-11-03,70.0
pushpa,6250299447907893656,Lime,425.0,2015-10-28,2015-11-03,450.0
pramal,-2691605640747198609,Papaya,65.0,2015-10-28,2015-11-03,70.0
ramotar,-2173245710817273785,Tomato Big,27.5,2015-10-29,2015-11-04,30.0
jagdiesh,4105505874232099421,Tomato Small,15.0,2015-10-29,2015-11-04,20.0
fakir,1247089047928546332,Potato Red,35.0,2015-10-29,2015-11-04,40.0
aamina,-3709490872329022915,Potato White,28.5,2015-10-29,2015-11-04,30.0
raisuddin,-1894351938747062086,Carrot,85.0,2015-10-29,2015-11-04,90.0
shefali,-2298907791602927432,Brinjal Long,25.0,2015-10-29,2015-11-04,30.0
fakir,1247089047928546332,Okara,65.0,2015-10-29,2015-11-04,70.0
guldasta,-7906434419713185929,Brocauli,65.0,2015-10-29,2015-11-04,70.0
vijayanta,4365782647811874623,Apple,125.0,2015-10-29,2015-11-04,130.0
pushpa,6250299447907893656,Banana,65.0,2015-10-29,2015-11-04,70.0
pushpa,6250299447907893656,Lime,425.0,2015-10-29,2015-11-04,450.0
raisuddin,-1894351938747062086,Papaya,65.0,2015-10-29,2015-11-04,70.0
mehnaz,-6840582954423772625,Tomato Big,35.0,2015-10-30,2015-11-05,40.0
haneef,5040385076877893978,Tomato Small,45.0,2015-10-30,2015-11-05,50.0
sawan,-6149529968967915582,Potato Red,36.0,2015-10-30,2015-11-05,42.0
jasmen,-936895894803863828,Potato White,28.5,2015-10-30,2015-11-05,30.0
nakched,-4960447786618205247,Carrot,75.0,2015-10-30,2015-11-05,80.0
pramal,-2691605640747198609,Brinjal Long,35.0,2015-10-30,2015-11-05,40.0
vijayanta,4365782647811874623,Okara,75.0,2015-10-30,2015-11-05,80.0
pramal,-2691605640747198609,Brocauli,75.0,2015-10-30,2015-11-05,80.0
fakir,1247089047928546332,Apple,135.0,2015-10-30,2015-11-05,140.0
rahu,2957258461367610484,Banana,65.0,2015-10-30,2015-11-05,70.0
guldasta,-7906434419713185929,Lime,425.0,2015-10-30,2015-11-05,450.0
sanjeev,2699564478308651307,Papaya,65.0,2015-10-30,2015-11-05,70.0
rampayari,2968148604061203207,Tomato Big,38.5,2015-10-31,2015-11-06,42.0
mehnaz,-6840582954423772625,Tomato Small,29.5,2015-10-31,2015-11-06,35.0
pinky,-788253433629545359,Potato Red,40.0,2015-10-31,2015-11-06,42.0
jasmen,-936895894803863828,Potato White,21.5,2015-10-31,2015-11-06,23.0
aamina,-3709490872329022915,Carrot,60.0,2015-10-31,2015-11-06,70.0
divy,830602817135085407,Brinjal Long,25.0,2015-10-31,2015-11-06,30.0
monish,-2881186788928815126,Okara,75.0,2015-10-31,2015-11-06,80.0
raisuddin,-1894351938747062086,Brocauli,95.0,2015-10-31,2015-11-06,100.0
jasmen,-936895894803863828,Apple,125.0,2015-10-31,2015-11-06,130.0
anushka,-3763883785994142627,Banana,65.0,2015-10-31,2015-11-06,70.0
mercy,-5690939918981728182,Lime,450.0,2015-10-31,2015-11-06,500.0
rajbir,-5254222139817084366,Papaya,65.0,2015-10-31,2015-11-06,70.0
pramal,-2691605640747198609,Tomato Big,45.0,2015-11-01,2015-11-07,50.0
sawan,-6149529968967915582,Tomato Small,25.0,2015-11-01,2015-11-07,30.0
gulnaz,495265023589704168,Potato Red,36.0,2015-11-01,2015-11-07,42.0
rajbir,-5254222139817084366,Potato White,28.5,2015-11-01,2015-11-07,30.0
rahu,2957258461367610484,Carrot,75.0,2015-11-01,2015-11-07,80.0
jasmen,-936895894803863828,Brinjal Long,25.0,2015-11-01,2015-11-07,30.0
preetam,-2213805873980470021,Okara,75.0,2015-11-01,2015-11-07,80.0
monish,-2881186788928815126,Brocauli,65.0,2015-11-01,2015-11-07,70.0
divy,830602817135085407,Apple,125.0,2015-11-01,2015-11-07,130.0
guldasta,-7906434419713185929,Banana,65.0,2015-11-01,2015-11-07,70.0
rampayari,2968148604061203207,Lime,425.0,2015-11-01,2015-11-07,450.0
jagdiesh,4105505874232099421,Papaya,65.0,2015-11-01,2015-11-07,70.0
pushpa,6250299447907893656,Tomato Big,55.0,2015-11-02,2015-11-08,60.0
patik,2723030288162985091,Tomato Small,25.0,2015-11-02,2015-11-08,30.0
sawan,-6149529968967915582,Potato Red,36.0,2015-11-02,2015-11-08,42.0
haneef,5040385076877893978,Potato White,28.5,2015-11-02,2015-11-08,30.0
raisuddin,-1894351938747062086,Carrot,75.0,2015-11-02,2015-11-08,80.0
shefali,-2298907791602927432,Brinjal Long,35.0,2015-11-02,2015-11-08,40.0
pinky,-788253433629545359,Okara,75.0,2015-11-02,2015-11-08,80.0
sawan,-6149529968967915582,Brocauli,65.0,2015-11-02,2015-11-08,70.0
raisuddin,-1894351938747062086,Apple,125.0,2015-11-02,2015-11-08,130.0
guldasta,-7906434419713185929,Banana,65.0,2015-11-02,2015-11-08,70.0
pushpa,6250299447907893656,Lime,425.0,2015-11-02,2015-11-08,450.0
preetam,-2213805873980470021,Papaya,65.0,2015-11-02,2015-11-08,70.0
pramal,-2691605640747198609,Tomato Big,55.0,2015-11-03,2015-11-09,60.0
anushka,-3763883785994142627,Tomato Small,27.5,2015-11-03,2015-11-09,30.0
pramal,-2691605640747198609,Potato Red,36.0,2015-11-03,2015-11-09,42.0
sanjeev,2699564478308651307,Potato White,28.5,2015-11-03,2015-11-09,30.0
divy,830602817135085407,Carrot,85.0,2015-11-03,2015-11-09,90.0
rahu,2957258461367610484,Brinjal Long,27.5,2015-11-03,2015-11-09,35.0
jasmen,-936895894803863828,Okara,75.0,2015-11-03,2015-11-09,80.0
shanta,2960310750304784655,Brocauli,95.0,2015-11-03,2015-11-09,100.0
rahu,2957258461367610484,Apple,135.0,2015-11-03,2015-11-09,140.0
haneef,5040385076877893978,Banana,65.0,2015-11-03,2015-11-09,70.0
pushpa,6250299447907893656,Lime,425.0,2015-11-03,2015-11-09,450.0
rampayari,2968148604061203207,Papaya,65.0,2015-11-03,2015-11-09,70.0
pramal,-2691605640747198609,Tomato Big,55.0,2015-11-04,2015-11-10,60.0
shefali,-2298907791602927432,Tomato Small,42.5,2015-11-04,2015-11-10,45.0
rahu,2957258461367610484,Potato Red,35.0,2015-11-04,2015-11-10,40.0
mehnaz,-6840582954423772625,Potato White,27.5,2015-11-04,2015-11-10,30.0
aamina,-3709490872329022915,Carrot,75.0,2015-11-04,2015-11-10,80.0
divy,830602817135085407,Brinjal Long,35.0,2015-11-04,2015-11-10,40.0
pushpa,6250299447907893656,Okara,75.0,2015-11-04,2015-11-10,80.0
raisuddin,-1894351938747062086,Brocauli,95.0,2015-11-04,2015-11-10,100.0
rampayari,2968148604061203207,Apple,145.0,2015-11-04,2015-11-10,150.0
aamina,-3709490872329022915,Banana,65.0,2015-11-04,2015-11-10,70.0
sanjeev,2699564478308651307,Lime,425.0,2015-11-04,2015-11-10,450.0
vijayanta,4365782647811874623,Papaya,75.0,2015-11-04,2015-11-10,80.0
jasmen,-936895894803863828,Tomato Big,55.0,2015-11-05,2015-11-11,60.0
mehtab,-7306772913005020966,Tomato Small,45.0,2015-11-05,2015-11-11,50.0
anushka,-3763883785994142627,Potato Red,35.0,2015-11-05,2015-11-11,40.0
santo,4612333139155000023,Potato White,27.5,2015-11-05,2015-11-11,30.0
rajbir,-5254222139817084366,Carrot,75.0,2015-11-05,2015-11-11,80.0
mehtab,-7306772913005020966,Brinjal Long,27.5,2015-11-05,2015-11-11,30.0
mehtab,-7306772913005020966,Okara,85.0,2015-11-05,2015-11-11,90.0
fakir,1247089047928546332,Brocauli,95.0,2015-11-05,2015-11-11,100.0
jasmen,-936895894803863828,Apple,145.0,2015-11-05,2015-11-11,150.0
pushpa,6250299447907893656,Banana,65.0,2015-11-05,2015-11-11,70.0
pinky,-788253433629545359,Lime,425.0,2015-11-05,2015-11-11,450.0
sanjeev,2699564478308651307,Papaya,75.0,2015-11-05,2015-11-11,80.0
vijayanta,4365782647811874623,Tomato Big,55.0,2015-11-06,2015-11-12,60.0
rajbir,-5254222139817084366,Tomato Small,45.0,2015-11-06,2015-11-12,50.0
shanta,2960310750304784655,Potato Red,35.0,2015-11-06,2015-11-12,40.0
mehtab,-7306772913005020966,Potato White,27.5,2015-11-06,2015-11-12,30.0
jagdiesh,4105505874232099421,Carrot,75.0,2015-11-06,2015-11-12,80.0
mehtab,-7306772913005020966,Brinjal Long,25.0,2015-11-06,2015-11-12,30.0
haneef,5040385076877893978,Okara,85.0,2015-11-06,2015-11-12,90.0
mehnaz,-6840582954423772625,Brocauli,95.0,2015-11-06,2015-11-12,100.0
jagdiesh,4105505874232099421,Apple,145.0,2015-11-06,2015-11-12,150.0
guldasta,-7906434419713185929,Banana,75.0,2015-11-06,2015-11-12,80.0
fakir,1247089047928546332,Lime,425.0,2015-11-06,2015-11-12,450.0
jagdiesh,4105505874232099421,Papaya,75.0,2015-11-06,2015-11-12,80.0
preetam,-2213805873980470021,Tomato Big,57.5,2015-11-07,2015-11-13,60.0
preetam,-2213805873980470021,Tomato Small,49.5,2015-11-07,2015-11-13,55.0
rajbir,-5254222139817084366,Potato Red,34.0,2015-11-07,2015-11-13,38.0
patik,2723030288162985091,Potato White,27.5,2015-11-07,2015-11-13,30.0
shefali,-2298907791602927432,Carrot,62.5,2015-11-07,2015-11-13,75.0
sanjeev,2699564478308651307,Raddish Red,32.5,2015-11-07,2015-11-13,40.0
rajbir,-5254222139817084366,Brinjal Long,27.5,2015-11-07,2015-11-13,30.0
mehnaz,-6840582954423772625,Okara,75.0,2015-11-07,2015-11-13,80.0
rampayari,2968148604061203207,Brocauli,95.0,2015-11-07,2015-11-13,100.0
pinky,-788253433629545359,Apple,145.0,2015-11-07,2015-11-13,150.0
fakir,1247089047928546332,Banana,65.0,2015-11-07,2015-11-13,70.0
shanta,2960310750304784655,Lime,500.0,2015-11-07,2015-11-13,550.0
rampayari,2968148604061203207,Papaya,75.0,2015-11-07,2015-11-13,80.0
gulnaz,495265023589704168,Tomato Big,55.0,2015-11-08,2015-11-14,60.0
pinky,-788253433629545359,Tomato Small,65.0,2015-11-08,2015-11-14,70.0
fakir,1247089047928546332,Potato Red,32.5,2015-11-08,2015-11-14,35.0
mehnaz,-6840582954423772625,Potato White,27.5,2015-11-08,2015-11-14,30.0
aamina,-3709490872329022915,Carrot,75.0,2015-11-08,2015-11-14,80.0
sawan,-6149529968967915582,Brinjal Long,35.0,2015-11-08,2015-11-14,40.0
pushpa,6250299447907893656,Okara,85.0,2015-11-08,2015-11-14,90.0
shefali,-2298907791602927432,Brocauli,95.0,2015-11-08,2015-11-14,100.0
guldasta,-7906434419713185929,Apple,145.0,2015-11-08,2015-11-14,150.0
raisuddin,-1894351938747062086,Banana,95.0,2015-11-08,2015-11-14,100.0
anushka,-3763883785994142627,Lime,425.0,2015-11-08,2015-11-14,450.0
shefali,-2298907791602927432,Papaya,75.0,2015-11-08,2015-11-14,80.0
preetam,-2213805873980470021,Tomato Big,55.0,2015-11-09,2015-11-15,60.0
jasmen,-936895894803863828,Tomato Small,55.0,2015-11-09,2015-11-15,60.0
vijayanta,4365782647811874623,Potato Red,32.5,2015-11-09,2015-11-15,35.0
divy,830602817135085407,Potato White,26.0,2015-11-09,2015-11-15,27.0
vijayanta,4365782647811874623,Carrot,75.0,2015-11-09,2015-11-15,80.0
anushka,-3763883785994142627,Brinjal Long,35.0,2015-11-09,2015-11-15,40.0
patik,2723030288162985091,Okara,75.0,2015-11-09,2015-11-15,80.0
nakched,-4960447786618205247,Brocauli,85.0,2015-11-09,2015-11-15,90.0
shanta,2960310750304784655,Apple,145.0,2015-11-09,2015-11-15,150.0
guldasta,-7906434419713185929,Banana,95.0,2015-11-09,2015-11-15,100.0
rajbir,-5254222139817084366,Lime,425.0,2015-11-09,2015-11-15,450.0
pramal,-2691605640747198609,Papaya,75.0,2015-11-09,2015-11-15,80.0
rajbir,-5254222139817084366,Tomato Big,60.0,2015-11-10,2015-11-16,65.0
vijayanta,4365782647811874623,Tomato Small,55.0,2015-11-10,2015-11-16,60.0
rampayari,2968148604061203207,Potato Red,32.5,2015-11-10,2015-11-16,35.0
nakched,-4960447786618205247,Potato White,27.5,2015-11-10,2015-11-16,30.0
guldasta,-7906434419713185929,Carrot,65.0,2015-11-10,2015-11-16,70.0
anushka,-3763883785994142627,Brinjal Long,35.0,2015-11-10,2015-11-16,40.0
mehtab,-7306772913005020966,Okara,75.0,2015-11-10,2015-11-16,80.0
rampayari,2968148604061203207,Brocauli,95.0,2015-11-10,2015-11-16,100.0
rajbir,-5254222139817084366,Apple,155.0,2015-11-10,2015-11-16,160.0
monish,-2881186788928815126,Banana,105.0,2015-11-10,2015-11-16,110.0
fakir,1247089047928546332,Lime,425.0,2015-11-10,2015-11-16,450.0
anushka,-3763883785994142627,Papaya,75.0,2015-11-10,2015-11-16,80.0
divy,830602817135085407,Tomato Big,65.0,2015-11-11,2015-11-17,70.0
mehtab,-7306772913005020966,Tomato Small,65.0,2015-11-11,2015-11-17,70.0
shefali,-2298907791602927432,Potato Red,32.5,2015-11-11,2015-11-17,35.0
sanjeev,2699564478308651307,Potato White,27.5,2015-11-11,2015-11-17,30.0
santo,4612333139155000023,Carrot,65.0,2015-11-11,2015-11-17,70.0
guldasta,-7906434419713185929,Brinjal Long,27.5,2015-11-11,2015-11-17,30.0
preetam,-2213805873980470021,Okara,75.0,2015-11-11,2015-11-17,80.0
shanta,2960310750304784655,Brocauli,75.0,2015-11-11,2015-11-17,80.0
vijayanta,4365782647811874623,Apple,155.0,2015-11-11,2015-11-17,160.0
rampayari,2968148604061203207,Banana,125.0,2015-11-11,2015-11-17,130.0
patik,2723030288162985091,Lime,425.0,2015-11-11,2015-11-17,450.0
jasmen,-936895894803863828,Papaya,75.0,2015-11-11,2015-11-17,80.0
santo,4612333139155000023,Tomato Big,75.0,2015-11-12,2015-11-18,80.0
rampayari,2968148604061203207,Tomato Small,55.0,2015-11-12,2015-11-18,60.0
mercy,-5690939918981728182,Potato Red,36.0,2015-11-12,2015-11-18,38.0
pushpa,6250299447907893656,Potato White,27.5,2015-11-12,2015-11-18,30.0
anushka,-3763883785994142627,Carrot,67.5,2015-11-12,2015-11-18,75.0
pushpa,6250299447907893656,Brinjal Long,27.0,2015-11-12,2015-11-18,30.0
sawan,-6149529968967915582,Okara,70.0,2015-11-12,2015-11-18,75.0
rahu,2957258461367610484,Brocauli,75.0,2015-11-12,2015-11-18,80.0
vijayanta,4365782647811874623,Apple,155.0,2015-11-12,2015-11-18,160.0
rajbir,-5254222139817084366,Banana,115.0,2015-11-12,2015-11-18,120.0
fakir,1247089047928546332,Lime,425.0,2015-11-12,2015-11-18,450.0
divy,830602817135085407,Papaya,75.0,2015-11-12,2015-11-18,80.0
ramotar,-2173245710817273785,Tomato Big,75.0,2015-11-13,2015-11-19,80.0
raisuddin,-1894351938747062086,Tomato Small,57.5,2015-11-13,2015-11-19,60.0
monish,-2881186788928815126,Potato Red,36.5,2015-11-13,2015-11-19,38.0
santo,4612333139155000023,Potato White,29.0,2015-11-13,2015-11-19,30.0
pramal,-2691605640747198609,Carrot,75.0,2015-11-13,2015-11-19,80.0
monish,-2881186788928815126,Brinjal Long,27.5,2015-11-13,2015-11-19,30.0
mehnaz,-6840582954423772625,Apple,155.0,2015-11-13,2015-11-19,160.0
sawan,-6149529968967915582,Banana,115.0,2015-11-13,2015-11-19,120.0
rampayari,2968148604061203207,Lime,450.0,2015-11-13,2015-11-19,500.0
sawan,-6149529968967915582,Papaya,75.0,2015-11-13,2015-11-19,80.0
monish,-2881186788928815126,Tomato Big,74.0,2015-11-14,2015-11-20,80.0
raisuddin,-1894351938747062086,Tomato Small,62.0,2015-11-14,2015-11-20,68.0
jasmen,-936895894803863828,Potato Red,36.5,2015-11-14,2015-11-20,38.0
rajbir,-5254222139817084366,Potato White,29.0,2015-11-14,2015-11-20,30.0
monish,-2881186788928815126,Carrot,72.5,2015-11-14,2015-11-20,80.0
guldasta,-7906434419713185929,Brinjal Long,27.5,2015-11-14,2015-11-20,30.0
rahu,2957258461367610484,Okara,70.0,2015-11-14,2015-11-20,75.0
mehtab,-7306772913005020966,Brocauli,65.0,2015-11-14,2015-11-20,70.0
sawan,-6149529968967915582,Apple,145.0,2015-11-14,2015-11-20,150.0
mehnaz,-6840582954423772625,Banana,95.0,2015-11-14,2015-11-20,100.0
santo,4612333139155000023,Lime,450.0,2015-11-14,2015-11-20,500.0
sawan,-6149529968967915582,Papaya,75.0,2015-11-14,2015-11-20,80.0
fakir,1247089047928546332,Tomato Big,95.0,2015-11-15,2015-11-21,100.0
vijayanta,4365782647811874623,Tomato Small,95.0,2015-11-15,2015-11-21,100.0
mehtab,-7306772913005020966,Potato Red,34.0,2015-11-15,2015-11-21,38.0
anushka,-3763883785994142627,Potato White,27.5,2015-11-15,2015-11-21,30.0
jasmen,-936895894803863828,Carrot,65.0,2015-11-15,2015-11-21,70.0
haneef,5040385076877893978,Brinjal Long,35.0,2015-11-15,2015-11-21,40.0
nakched,-4960447786618205247,Okara,75.0,2015-11-15,2015-11-21,80.0
pinky,-788253433629545359,Brocauli,55.0,2015-11-15,2015-11-21,60.0
rahu,2957258461367610484,Apple,115.0,2015-11-15,2015-11-21,120.0
pinky,-788253433629545359,Banana,65.0,2015-11-15,2015-11-21,70.0
